locus	compartment
AT2G26950	Nucleus
AT2G26975	Membrane (unspecified)
AT2G26990	Cytoplasm
AT2G27020	Cytoplasm
AT2G27035	Plasma membrane
AT2G27040	Nucleus
AT2G27050	Nucleus
AT2G27070	Nucleus
AT2G27080	Plasma membrane
AT2G27100	Nucleus
AT2G27110	Nucleus
AT2G27120	Nucleus
AT2G27130	Plasma membrane
AT2G27145	Cell wall / apoplast
AT2G27150	Cytoplasm
AT2G27170	Nucleus
AT2G27190	Cell wall / apoplast
AT2G27200	Cytoplasm
AT2G27210	Nucleus
AT2G27220	Nucleus
AT2G27230	Nucleus
AT2G27240	Membrane (unspecified)
AT2G27250	Cell wall / apoplast
AT2G27300	Plasma membrane
AT2G27350	Nucleus
AT2G27360	Cell wall / apoplast
AT2G27370	Plasma membrane
AT2G27380	Cell wall / apoplast
AT2G27410	Nucleus
AT2G27460	Cytoplasm
AT2G27470	Nucleus
AT2G27490	Peroxisome
AT2G27500	Plasma membrane
AT2G27510	Chloroplast
AT2G27550	Cytoplasm
AT2G27570	Cytoplasm
AT2G27600	Cytoplasm
AT2G27690	Membrane (unspecified)
AT2G27730	Mitochondrion
AT2G27760	Cytoplasm
AT2G27800	Mitochondrion
AT2G27810	Plasma membrane
AT2G27820	Chloroplast
AT2G27840	Nucleus
AT2G27860	Cytoplasm
AT2G27920	Cell wall / apoplast
AT2G27940	Membrane (unspecified)
AT2G27990	Nucleus
AT2G28000	Chloroplast
AT2G28070	Membrane (unspecified)
AT2G28100	Cell wall / apoplast
AT2G28110	Golgi
AT2G28150	Plasma membrane
AT2G28160	Nucleus
AT2G28170	Membrane (unspecified)
AT2G28180	Membrane (unspecified)
AT2G28190	Chloroplast
AT2G28200	Nucleus
AT2G28210	Chloroplast
AT2G28230	Nucleus
AT2G28250	Plasma membrane
AT2G28260	Plasma membrane
AT2G28290	Cytoplasm
AT2G28305	Cytoplasm
AT2G28315	Golgi
AT2G28340	Nucleus
AT2G28350	Nucleus
AT2G28355	Cell wall / apoplast
AT2G28370	Plasma membrane
AT2G28380	Cytoplasm
AT2G28390	Other / unknown
AT2G28400	Cytoplasm
AT2G28405	Cell wall / apoplast
AT2G28470	Cell wall / apoplast
AT2G28510	Nucleus
AT2G28520	Vacuole
AT2G28550	Nucleus
AT2G28560	Nucleus
AT2G28590	Plasma membrane
AT2G28605	Chloroplast
AT2G28610	Nucleus
AT2G28620	Cytoplasm
AT2G28625	Cytoplasm
AT2G28630	Endoplasmic reticulum
AT2G28670	Cell wall / apoplast
AT2G28720	Nucleus
AT2G28740;	Nucleus
AT2G28760	Cytoplasm
AT2G28800	Chloroplast
AT2G28810	Nucleus
AT2G28815	Mitochondrion
AT2G28850	Membrane (unspecified)
AT2G28860	Membrane (unspecified)
AT2G28880	Chloroplast
AT2G28890	Nucleus
AT2G28900	Chloroplast
AT2G28910	Nucleus
AT2G28930	Plasma membrane
AT2G28950	Cell wall / apoplast
AT2G28960	Membrane (unspecified)
AT2G28990	Membrane (unspecified)
AT2G29040	Golgi
AT2G29045	Cell wall / apoplast
AT2G29050	Golgi
AT2G29060	Nucleus
AT2G29065	Nucleus
AT2G29080	Mitochondrion
AT2G29090	Membrane (unspecified)
AT2G29100	Membrane (unspecified)
AT2G29110	Membrane (unspecified)
AT2G29120	Membrane (unspecified)
AT2G29125	Plasma membrane
AT2G29130	Cell wall / apoplast
AT2G29140	Cytoplasm
AT2G29190	Cytoplasm
AT2G29200	Cytoplasm
AT2G29220	Plasma membrane
AT2G29250	Plasma membrane
AT2G29260	Chloroplast
AT2G29390	Endoplasmic reticulum
AT2G29400	Nucleus
AT2G29410	Vacuole
AT2G29420	Cytoplasm
AT2G29440	Cytoplasm
AT2G29450	Cytoplasm
AT2G29460	Cytoplasm
AT2G29470	Cytoplasm
AT2G29480	Cytoplasm
AT2G29490	Cytoplasm
AT2G29500	Cytoplasm
AT2G29525	Membrane (unspecified)
AT2G29530	Mitochondrion
AT2G29550	Cytoplasm
AT2G29560	Cytoplasm
AT2G29570	Nucleus
AT2G29630	Chloroplast
AT2G29650	Chloroplast
AT2G29680	Nucleus
AT2G29690	Chloroplast
AT2G29700	Cytoplasm
AT2G29760	Chloroplast
AT2G29890	Cytoplasm
AT2G29900	Endoplasmic reticulum
AT2G29940	Plasma membrane
AT2G29950	Nucleus
AT2G29960	Cytoplasm
AT2G29970	Nucleus
AT2G29980	Endoplasmic reticulum
AT2G29990	Mitochondrion
AT2G29995	Cell wall / apoplast
AT2G30010	Membrane (unspecified)
AT2G30020	Cytoplasm
AT2G30050	Golgi
AT2G30060	Nucleus
AT2G30070	Plasma membrane
AT2G30080	Chloroplast
AT2G30100	Chloroplast
AT2G30120	Cytoplasm
AT2G30210	Cell wall / apoplast
AT2G30220	Cell wall / apoplast
AT2G30240	Plasma membrane
AT2G30250	Nucleus
AT2G30260	Nucleus
AT2G30290	Membrane (unspecified)
AT2G30310	Cell wall / apoplast
AT2G30330	Cytoplasm
AT2G30370	Cell wall / apoplast
AT2G30390	Chloroplast
AT2G30395	Nucleus
AT2G30400	Nucleus
AT2G30420	Nucleus
AT2G30424	Nucleus
AT2G30432	Nucleus
AT2G30440	Chloroplast
AT2G30460	Golgi
AT2G30470	Nucleus
AT2G30490	Membrane (unspecified)
AT2G30540	Cytoplasm
AT2G30550	Chloroplast
AT2G30570	Chloroplast
AT2G30575	Golgi
AT2G30590	Nucleus
AT2G30620	Nucleus
AT2G30650	Peroxisome
AT2G30660	Peroxisome
AT2G30690	Membrane (unspecified)
AT2G30730	Cytoplasm
AT2G30740	Plasma membrane
AT2G30750	Membrane (unspecified)
AT2G30770	Membrane (unspecified)
AT2G30800	Nucleus
AT2G30810	Cell wall / apoplast
AT2G30860	Cytoplasm
AT2G30870	Cytoplasm
AT2G30890	Membrane (unspecified)
AT2G30900	Membrane (unspecified)
AT2G30910	Cytoplasm
AT2G30920	Mitochondrion
AT2G30940	Plasma membrane
AT2G30950	Chloroplast
AT2G30970	Mitochondrion
AT2G31040	Chloroplast
AT2G31070	Nucleus
AT2G31081	Cell wall / apoplast
AT2G31082	Cell wall / apoplast
AT2G31083	Cell wall / apoplast
AT2G31085	Cell wall / apoplast
AT2G31090	Cell wall / apoplast
AT2G31100	Cytoplasm
AT2G31110	Membrane (unspecified)
AT2G31140	Mitochondrion
AT2G31160	Nucleus
AT2G31170	Chloroplast
AT2G31180	Nucleus
AT2G31190	Chloroplast
AT2G31200	Cytoplasm
AT2G31210	Nucleus
AT2G31215	Nucleus
AT2G31220	Nucleus
AT2G31230	Nucleus
AT2G31250	Chloroplast
AT2G31260	Membrane (unspecified)
AT2G31270	Chloroplast
AT2G31280	Nucleus
AT2G31300	Cytoplasm
AT2G31320	Nucleus
AT2G31350	Mitochondrion
AT2G31360	Endoplasmic reticulum
AT2G31370	Nucleus
AT2G31380	Nucleus
AT2G31400	Chloroplast
AT2G31420	Nucleus
AT2G31430	Cell wall / apoplast
AT2G31440	Membrane (unspecified)
AT2G31450	Chloroplast
AT2G31460	Nucleus
AT2G31500	Membrane (unspecified)
AT2G31530	Chloroplast
AT2G31540	Cell wall / apoplast
AT2G31550	Cell wall / apoplast
AT2G31570	Cytoplasm
AT2G31580	Nucleus
AT2G31620	Cell wall / apoplast
AT2G31650	Nucleus
AT2G31660	Cytoplasm
AT2G31670	Peroxisome
AT2G31680	Plasma membrane
AT2G31690	Chloroplast
AT2G31720	Nucleus
AT2G31730	Nucleus
AT2G31810	Chloroplast
AT2G31840	Chloroplast
AT2G31862	Nucleus
AT2G31880	Plasma membrane
AT2G31890	Chloroplast
AT2G31910	Plasma membrane
AT2G31920	Cytoplasm
AT2G31953	Cell wall / apoplast
AT2G31955	Mitochondrion
AT2G31957	Cell wall / apoplast
AT2G31960	Plasma membrane
AT2G31970	Nucleus
AT2G31980	Cell wall / apoplast
AT2G31990	Golgi
AT2G32010	Nucleus
AT2G32040	Chloroplast
AT2G32070	Nucleus
AT2G32080	Nucleus
AT2G32100	Nucleus
AT2G32190	Plasma membrane
AT2G32200	Plasma membrane
AT2G32210	Plasma membrane
AT2G32230	Mitochondrion
AT2G32250	Nucleus
AT2G32270	Plasma membrane
AT2G32280	Endoplasmic reticulum
AT2G32290	Cytoplasm
AT2G32300	Plasma membrane
AT2G32320	Nucleus
AT2G32370	Nucleus
AT2G32390	Membrane (unspecified)
AT2G32400	Membrane (unspecified)
AT2G32410	Nucleus
AT2G32415	Cytoplasm
AT2G32430	Golgi
AT2G32440	Endoplasmic reticulum
AT2G32460	Nucleus
AT2G32480	Chloroplast
AT2G32510	Nucleus
AT2G32530	Golgi
AT2G32540	Golgi
AT2G32590	Cytoplasm
AT2G32610	Golgi
AT2G32620	Golgi
AT2G32645	Nucleus
AT2G32660	Plasma membrane
AT2G32670	Plasma membrane
AT2G32680	Plasma membrane
AT2G32700	Nucleus
AT2G32710	Nucleus
AT2G32720	Endoplasmic reticulum
AT2G32740	Golgi
AT2G32750	Golgi
AT2G32760	Membrane (unspecified)
AT2G32765	Nucleus
AT2G32770	Cell wall / apoplast
AT2G32810	Cell wall / apoplast
AT2G32830	Membrane (unspecified)
AT2G32835	Cell wall / apoplast
AT2G32885	Cell wall / apoplast
AT2G32890	Cell wall / apoplast
AT2G32900	Cytoplasm
AT2G32920	Endoplasmic reticulum
AT2G32930	Nucleus
AT2G32940	Nucleus
AT2G32950	Nucleus
AT2G32990	Cell wall / apoplast
AT2G33020	Plasma membrane
AT2G33030	Plasma membrane
AT2G33040	Mitochondrion
AT2G33050	Plasma membrane
AT2G33060	Plasma membrane
AT2G33080	Plasma membrane
AT2G33100	Golgi
AT2G33110	Endoplasmic reticulum
AT2G33120	Plasma membrane
AT2G33130	Cell wall / apoplast
AT2G33150	Peroxisome
AT2G33170	Membrane (unspecified)
AT2G33210	Mitochondrion
AT2G33220	Mitochondrion
AT2G33233	Cell wall / apoplast
AT2G33270	Chloroplast
AT2G33280	Chloroplast
AT2G33290	Nucleus
AT2G33310	Nucleus
AT2G33330	Plasma membrane
AT2G33340	Nucleus
AT2G33380	Membrane (unspecified)
AT2G33385	Cytoplasm
AT2G33430	Chloroplast
AT2G33450	Chloroplast
AT2G33460	Cytoplasm
AT2G33480	Nucleus
AT2G33500	Nucleus
AT2G33520	Plasma membrane
AT2G33530	Cell wall / apoplast
AT2G33540	Nucleus
AT2G33550	Nucleus
AT2G33560	Other / unknown
AT2G33570	Golgi
AT2G33580	Plasma membrane
AT2G33610	Nucleus
AT2G33620	Nucleus
AT2G33640	Plasma membrane
AT2G33670	Membrane (unspecified)
AT2G33700	Nucleus
AT2G33710	Nucleus
AT2G33720	Nucleus
AT2G33730	Cytoplasm
AT2G33740	Chloroplast
AT2G33750	Membrane (unspecified)
AT2G33770	Golgi
AT2G33775	Cell wall / apoplast
AT2G33780	Nucleus
AT2G33790	Cell wall / apoplast
AT2G33800	Chloroplast
AT2G33810	Nucleus
AT2G33820	Mitochondrion
AT2G33835	Nucleus
AT2G33840	Cytoplasm
AT2G33860	Nucleus
AT2G33870	Plasma membrane
AT2G33880	Nucleus
AT2G33980	Chloroplast
AT2G33990	Nucleus
AT2G34060	Cell wall / apoplast
AT2G34070	Membrane (unspecified)
AT2G34123	Cell wall / apoplast
AT2G34140	Nucleus
AT2G34150	Cytoplasm
AT2G34190	Membrane (unspecified)
AT2G34210	Nucleus
AT2G34260	Nucleus
AT2G34300	Golgi
AT2G34360	Membrane (unspecified)
AT2G34370	Mitochondrion
AT2G34380	Endoplasmic reticulum
AT2G34390	Endoplasmic reticulum
AT2G34410	Golgi
AT2G34440	Nucleus
AT2G34450	Nucleus
AT2G34460	Chloroplast
AT2G34490	Membrane (unspecified)
AT2G34500	Membrane (unspecified)
AT2G34590	Chloroplast
AT2G34600	Nucleus
AT2G34630	Chloroplast
AT2G34640	Chloroplast
AT2G34650	Cytoplasm
AT2G34660	Vacuole
AT2G34680	Cytoplasm
AT2G34690	Cytoplasm
AT2G34710	Nucleus
AT2G34720	Nucleus
AT2G34730	Golgi
AT2G34770	Endoplasmic reticulum
AT2G34790	Cell wall / apoplast
AT2G34810	Cell wall / apoplast
AT2G34820	Nucleus
AT2G34825	Cell wall / apoplast
AT2G34830	Nucleus
AT2G34840	Cytoplasm
AT2G34850	Golgi
AT2G34860	Chloroplast
AT2G34880	Nucleus
AT2G34900	Nucleus
AT2G34925	Cell wall / apoplast
AT2G34940	Membrane (unspecified)
AT2G34960	Plasma membrane
AT2G34980	Endoplasmic reticulum
AT2G34990	Membrane (unspecified)
AT2G35000	Membrane (unspecified)
AT2G35010	Mitochondrion
AT2G35020	Cytoplasm
AT2G35030	Mitochondrion
AT2G35050	Cytoplasm
AT2G35060	Plasma membrane
AT2G35100	Golgi
AT2G35120	Mitochondrion
AT2G35150	Cell wall / apoplast
AT2G35160	Nucleus
AT2G35190	Membrane (unspecified)
AT2G35210	Golgi
AT2G35230	Nucleus
AT2G35240	Mitochondrion
AT2G35270	Nucleus
AT2G35310	Nucleus
AT2G35350	Nucleus
AT2G35370	Mitochondrion
AT2G35380	Cell wall / apoplast
AT2G35390	Chloroplast
AT2G35420	Membrane (unspecified)
AT2G35490	Chloroplast
AT2G35500	Chloroplast
AT2G35510	Nucleus
AT2G35520	Endoplasmic reticulum
AT2G35530	Nucleus
AT2G35550	Nucleus
AT2G35600	Nucleus
AT2G35610	Golgi
AT2G35612	Cell wall / apoplast
AT2G35615	Cell wall / apoplast
AT2G35620	Plasma membrane
AT2G35630	Cytoplasm
AT2G35635	Cytoplasm
AT2G35650	Golgi
AT2G35670	Nucleus
AT2G35690	Peroxisome
AT2G35700	Nucleus
AT2G35710	Membrane (unspecified)
AT2G35720	Membrane (unspecified)
AT2G35740	Membrane (unspecified)
AT2G35760	Plasma membrane
AT2G35770	Cell wall / apoplast
AT2G35780	Cell wall / apoplast
AT2G35795	Mitochondrion
AT2G35860	Cell wall / apoplast
AT2G35880	Cytoplasm
AT2G35890	Membrane (unspecified)
AT2G35910	Membrane (unspecified)
AT2G35930	Cytoplasm
AT2G35940	Nucleus
AT2G35960	Plasma membrane
AT2G35980	Plasma membrane
AT2G35990	Cytoplasm
AT2G36000	Chloroplast
AT2G36010	Cytoplasm
AT2G36050	Nucleus
AT2G36070	Mitochondrion
AT2G36080	Nucleus
AT2G36100	Plasma membrane
AT2G36120	Cell wall / apoplast
AT2G36130	Cytoplasm
AT2G36160	Cytoplasm
AT2G36170	Cytoplasm
AT2G36190	Cell wall / apoplast
AT2G36200	Cytoplasm
AT2G36230	Chloroplast
AT2G36250	Chloroplast
AT2G36255	Cell wall / apoplast
AT2G36260	Mitochondrion
AT2G36270	Nucleus
AT2G36305	Endoplasmic reticulum
AT2G36310	Cytoplasm
AT2G36325	Cell wall / apoplast
AT2G36330	Plasma membrane
AT2G36340	Nucleus
AT2G36380	Membrane (unspecified)
AT2G36390	Chloroplast
AT2G36400	Nucleus
AT2G36450	Nucleus
AT2G36460	Cytoplasm
AT2G36490	Nucleus
AT2G36500	Membrane (unspecified)
AT2G36530	Cytoplasm
AT2G36570	Plasma membrane
AT2G36590	Plasma membrane
AT2G36610	Nucleus
AT2G36630	Membrane (unspecified)
AT2G36660	Cytoplasm
AT2G36680	Other / unknown
AT2G36700	Cell wall / apoplast
AT2G36710	Cell wall / apoplast
AT2G36800	Membrane (unspecified)
AT2G36810	Vacuole
AT2G36830	Vacuole
AT2G36850	Plasma membrane
AT2G36870	Cell wall / apoplast
AT2G36880	Cytoplasm
AT2G36890	Nucleus
AT2G36900	Golgi
AT2G36910	Plasma membrane
AT2G36960	Nucleus
AT2G36980	Mitochondrion
AT2G36985	Plasma membrane
AT2G36990	Chloroplast
AT2G37000	Nucleus
AT2G37010	Membrane (unspecified)
AT2G37040	Cytoplasm
AT2G37060	Nucleus
AT2G37080	Chloroplast
AT2G37090	Golgi
AT2G37120	Nucleus
AT2G37170	Plasma membrane
AT2G37180	Plasma membrane
AT2G37200	Plasma membrane
AT2G37210	Cytoplasm
AT2G37220	Chloroplast
AT2G37230	Mitochondrion
AT2G37240	Chloroplast
AT2G37250	Chloroplast
AT2G37260	Nucleus
AT2G37280	Membrane (unspecified)
AT2G37330	Plasma membrane
AT2G37340	Nucleus
AT2G37360	Membrane (unspecified)
AT2G37380	Plasma membrane
AT2G37410	Mitochondrion
AT2G37420	Cytoplasm
AT2G37430	Nucleus
AT2G37450	Membrane (unspecified)
AT2G37460	Membrane (unspecified)
AT2G37470	Nucleus
AT2G37500	Chloroplast
AT2G37550	Golgi
AT2G37560	Nucleus
AT2G37580	Membrane (unspecified)
AT2G37585	Golgi
AT2G37590	Nucleus
AT2G37620	Cytoplasm
AT2G37630	Nucleus
AT2G37640	Cell wall / apoplast
AT2G37650	Nucleus
AT2G37660	Chloroplast
AT2G37678	Nucleus
AT2G37700	Membrane (unspecified)
AT2G37710	Membrane (unspecified)
AT2G37720	Membrane (unspecified)
AT2G37740	Nucleus
AT2G37770	Chloroplast
AT2G37840	Cytoplasm
AT2G37860	Chloroplast
AT2G37900	Membrane (unspecified)
AT2G37925	Membrane (unspecified)
AT2G37940	Golgi
AT2G37980	Membrane (unspecified)
AT2G37990	Nucleus
AT2G38010	Cell wall / apoplast
AT2G38020	Vacuole
AT2G38040	Chloroplast
AT2G38050	Membrane (unspecified)
AT2G38060	Chloroplast
AT2G38080	Cell wall / apoplast
AT2G38100	Membrane (unspecified)
AT2G38110	Membrane (unspecified)
AT2G38120	Plasma membrane
AT2G38130	Cytoplasm
AT2G38140	Chloroplast
AT2G38170	Vacuole
AT2G38180	Cell wall / apoplast
AT2G38185	Membrane (unspecified)
AT2G38195	Membrane (unspecified)
AT2G38220	Membrane (unspecified)
AT2G38230	Cytoplasm
AT2G38250	Nucleus
AT2G38270	Chloroplast
AT2G38280	Membrane (unspecified)
AT2G38290	Plasma membrane
AT2G38310	Cytoplasm
AT2G38320	Golgi
AT2G38330	Chloroplast
AT2G38340	Nucleus
AT2G38360	Membrane (unspecified)
AT2G38380	Cell wall / apoplast
AT2G38390	Cell wall / apoplast
AT2G38400	Mitochondrion
AT2G38410	Other / unknown
AT2G38420	Mitochondrion
AT2G38440	Cytoplasm
AT2G38460	Membrane (unspecified)
AT2G38470	Nucleus
AT2G38480	Plasma membrane
AT2G38510	Membrane (unspecified)
AT2G38540	Cell wall / apoplast
AT2G38550	Chloroplast
AT2G38560	Nucleus
AT2G38610	Nucleus
AT2G38650	Golgi
AT2G38660	Mitochondrion
AT2G38670	Mitochondrion
AT2G38700	Peroxisome
AT2G38720	Nucleus
AT2G38810	Nucleus
AT2G38880	Nucleus
AT2G38910	Membrane (unspecified)
AT2G38940	Plasma membrane
AT2G38950	Nucleus
AT2G38960	Endoplasmic reticulum
AT2G38995	Plasma membrane
AT2G39000	Chloroplast
AT2G39010	Plasma membrane
AT2G39020	Cytoplasm
AT2G39040	Cell wall / apoplast
AT2G39050	Nucleus
AT2G39060	Plasma membrane
AT2G39090	Nucleus
AT2G39120	Mitochondrion
AT2G39130	Membrane (unspecified)
AT2G39140	Chloroplast
AT2G39180	Membrane (unspecified)
AT2G39200	Membrane (unspecified)
AT2G39230	Mitochondrion
AT2G39250	Nucleus
AT2G39260	Nucleus
AT2G39270	Chloroplast
AT2G39290	Chloroplast
AT2G39320	Nucleus
AT2G39340	Nucleus
AT2G39350	Membrane (unspecified)
AT2G39360	Plasma membrane
AT2G39370	Plasma membrane
AT2G39430	Cell wall / apoplast
AT2G39450	Membrane (unspecified)
AT2G39470	Chloroplast
AT2G39480	Membrane (unspecified)
AT2G39510	Membrane (unspecified)
AT2G39518	Plasma membrane
AT2G39530	Plasma membrane
AT2G39540	Cell wall / apoplast
AT2G39660	Plasma membrane
AT2G39700	Cell wall / apoplast
AT2G39705	Plasma membrane
AT2G39730	Chloroplast
AT2G39740	Cytoplasm
AT2G39750	Golgi
AT2G39760	Nucleus
AT2G39770	Cytoplasm
AT2G39790	Mitochondrion
AT2G39795	Mitochondrion
AT2G39810	Nucleus
AT2G39820	Cytoplasm
AT2G39840	Nucleus
AT2G39850	Cell wall / apoplast
AT2G39880	Nucleus
AT2G39890	Plasma membrane
AT2G39900	Cytoplasm
AT2G39920	Membrane (unspecified)
AT2G39930	Chloroplast
AT2G39960	Endoplasmic reticulum
AT2G39970	Peroxisome
AT2G39990	Cytoplasm
AT2G40000	Cytoplasm
AT2G40030	Nucleus
AT2G40060	Plasma membrane
AT2G40080	Nucleus
AT2G40100	Chloroplast
AT2G40116	Plasma membrane
AT2G40130	Nucleus
AT2G40140	Nucleus
AT2G40150	Membrane (unspecified)
AT2G40160	Membrane (unspecified)
AT2G40190	Endoplasmic reticulum
AT2G40200	Nucleus
AT2G40220	Nucleus
AT2G40240	Mitochondrion
AT2G40250	Cell wall / apoplast
AT2G40270	Plasma membrane
AT2G40280	Golgi
AT2G40300	Chloroplast
AT2G40320	Golgi
AT2G40330	Cytoplasm
AT2G40340	Nucleus
AT2G40350	Nucleus
AT2G40360	Nucleus
AT2G40370	Cell wall / apoplast
AT2G40380	Membrane (unspecified)
AT2G40400	Chloroplast
AT2G40410	Plasma membrane
AT2G40420	Membrane (unspecified)
AT2G40430	Nucleus
AT2G40460	Membrane (unspecified)
AT2G40490	Chloroplast
AT2G40530	Cell wall / apoplast
AT2G40540	Plasma membrane
AT2G40550	Nucleus
AT2G40610	Cell wall / apoplast
AT2G40620	Nucleus
AT2G40650	Nucleus
AT2G40670	Nucleus
AT2G40690	Chloroplast
AT2G40740	Nucleus
AT2G40750	Nucleus
AT2G40765	Mitochondrion
AT2G40790	Cytoplasm
AT2G40810	Membrane (unspecified)
AT2G40820	Cytoplasm
AT2G40840	Cytoplasm
AT2G40880	Cell wall / apoplast
AT2G40890	Membrane (unspecified)
AT2G40900	Membrane (unspecified)
AT2G40935	Membrane (unspecified)
AT2G40940	Endoplasmic reticulum
AT2G40950	Endoplasmic reticulum
AT2G40970	Nucleus
AT2G40990	Cytoplasm
AT2G40995	Cell wall / apoplast
AT2G41000	Membrane (unspecified)
AT2G41010	Nucleus
AT2G41040	Chloroplast
AT2G41060	Nucleus
AT2G41070	Nucleus
AT2G41110	Cytoplasm
AT2G41130	Nucleus
AT2G41140	Membrane (unspecified)
AT2G41160	Membrane (unspecified)
AT2G41180	Chloroplast
AT2G41190	Membrane (unspecified)
AT2G41220	Chloroplast
AT2G41230	Membrane (unspecified)
AT2G41240	Nucleus
AT2G41290	Vacuole
AT2G41300	Vacuole
AT2G41310	Nucleus
AT2G41340	Nucleus
AT2G41350	Cytoplasm
AT2G41370	Cytoplasm
AT2G41420	Membrane (unspecified)
AT2G41430	Cytoplasm
AT2G41451	Cell wall / apoplast
AT2G41460	Chloroplast
AT2G41475	Cell wall / apoplast
AT2G41480	Cell wall / apoplast
AT2G41500	Nucleus
AT2G41510	Vacuole
AT2G41540	Cytoplasm
AT2G41560	Vacuole
AT2G41620	Nucleus
AT2G41630	Nucleus
AT2G41660	Endoplasmic reticulum
AT2G41670	Mitochondrion
AT2G41680	Chloroplast
AT2G41690	Cytoplasm
AT2G41700	Membrane (unspecified)
AT2G41710	Nucleus
AT2G41740	Cytoplasm
AT2G41770	Golgi
AT2G41790	Peroxisome
AT2G41800	Cell wall / apoplast
AT2G41820	Plasma membrane
AT2G41850	Cell wall / apoplast
AT2G41860	Membrane (unspecified)
AT2G41870	Plasma membrane
AT2G41890	Plasma membrane
AT2G41940	Nucleus
AT2G41970	Cytoplasm
AT2G41980	Other / unknown
AT2G41997	Cell wall / apoplast
AT2G42000	Cytoplasm
AT2G42005	Vacuole
AT2G42010	Cytoplasm
AT2G42070	Chloroplast
AT2G42090	Cytoplasm
AT2G42100	Cytoplasm
AT2G42120	Nucleus
AT2G42130	Chloroplast
AT2G42140	Nucleus
AT2G42200	Nucleus
AT2G42210	Chloroplast
AT2G42220	Chloroplast
AT2G42260	Nucleus
AT2G42270	Nucleus
AT2G42280	Nucleus
AT2G42300	Nucleus
AT2G42330	Nucleus
AT2G42350	Membrane (unspecified)
AT2G42360	Membrane (unspecified)
AT2G42380	Nucleus
AT2G42400	Cytoplasm
AT2G42410	Nucleus
AT2G42430	Nucleus
AT2G42490	Peroxisome
AT2G42500	Cytoplasm
AT2G42530	Chloroplast
AT2G42540	Chloroplast
AT2G42570	Membrane (unspecified)
AT2G42590	Nucleus
AT2G42600	Cytoplasm
AT2G42610	Nucleus
AT2G42620	Nucleus
AT2G42670	Nucleus
AT2G42680	Nucleus
AT2G42690	Cytoplasm
AT2G42700	Endoplasmic reticulum
AT2G42740	Nucleus
AT2G42790	Peroxisome
AT2G42800	Plasma membrane
AT2G42810	Endoplasmic reticulum
AT2G42820	Membrane (unspecified)
AT2G42830	Nucleus
AT2G42870	Nucleus
AT2G42885	Cell wall / apoplast
AT2G42920	Chloroplast
AT2G42940	Nucleus
AT2G42960	Membrane (unspecified)
AT2G42990	Cell wall / apoplast
AT2G43000	Nucleus
AT2G43010	Nucleus
AT2G43020	Peroxisome
AT2G43030	Chloroplast
AT2G43050	Cell wall / apoplast
AT2G43060	Nucleus
AT2G43070	Membrane (unspecified)
AT2G43080	Endoplasmic reticulum
AT2G43090	Chloroplast
AT2G43100	Chloroplast
AT2G43120	Cytoplasm
AT2G43130	Golgi
AT2G43140	Nucleus
AT2G43160/AT2G43170	Golgi
AT2G43190	Nucleus
AT2G43200	Endoplasmic reticulum
AT2G43230	Plasma membrane
AT2G43240	Golgi
AT2G43330	Vacuole
AT2G43350	Mitochondrion
AT2G43360	Mitochondrion
AT2G43370	Nucleus
AT2G43400	Mitochondrion
AT2G43410	Nucleus
AT2G43420	Endoplasmic reticulum
AT2G43430	Mitochondrion
AT2G43480	Cell wall / apoplast
AT2G43500	Nucleus
AT2G43510	Cell wall / apoplast
AT2G43520	Cell wall / apoplast
AT2G43530	Cell wall / apoplast
AT2G43535	Cell wall / apoplast
AT2G43550	Cell wall / apoplast
AT2G43560	Chloroplast
AT2G43640	Cytoplasm
AT2G43650	Nucleus
AT2G43680	Plasma membrane
AT2G43690	Plasma membrane
AT2G43700	Plasma membrane
AT2G43710	Chloroplast
AT2G43745	Membrane (unspecified)
AT2G43750	Chloroplast
AT2G43760	Cytoplasm
AT2G43790	Cytoplasm
AT2G43800	Membrane (unspecified)
AT2G43810	Cytoplasm
AT2G43850	Plasma membrane
AT2G43860	Cell wall / apoplast
AT2G43950	Chloroplast
AT2G43970	Nucleus
AT2G44040	Chloroplast
AT2G44050	Chloroplast
AT2G44065	Mitochondrion
AT2G44080	Membrane (unspecified)
AT2G44110	Membrane (unspecified)
AT2G44140	Cytoplasm
AT2G44150	Nucleus
AT2G44180	Cytoplasm
AT2G44190	Cytoplasm
AT2G44270	Cytoplasm
AT2G44290	Plasma membrane
AT2G44300	Plasma membrane
AT2G44340	Nucleus
AT2G44350	Mitochondrion
AT2G44440	Nucleus
AT2G44450	Cell wall / apoplast
AT2G44490	Peroxisome
AT2G44500	Golgi
AT2G44520	Mitochondrion
AT2G44530	Chloroplast
AT2G44540	Cell wall / apoplast
AT2G44550	Cell wall / apoplast
AT2G44560	Cell wall / apoplast
AT2G44570	Cell wall / apoplast
AT2G44590	Cytoplasm
AT2G44610	Golgi
AT2G44620	Mitochondrion
AT2G44650	Chloroplast
AT2G44660	Endoplasmic reticulum
AT2G44670	Nucleus
AT2G44680	Cytoplasm
AT2G44690	Cytoplasm
AT2G44745	Nucleus
AT2G44750	Cytoplasm
AT2G44790	Plasma membrane
AT2G44810	Chloroplast
AT2G44840	Nucleus
AT2G44860	Nucleus
AT2G44900	Nucleus
AT2G44910	Nucleus
AT2G44920	Chloroplast
AT2G44940	Nucleus
AT2G44950/AT2G44960	Nucleus
AT2G44980	Nucleus
AT2G44990	Chloroplast
AT2G45000	Nucleus
